52.3556, 4.96993
51.94095, 4.38538
53.20317, 5.82213
53.20309, 5.82233
53.20314, 5.82232
51.85786, 4.33135
51.54035, 5.07242
52.35157, 4.97564
51.98782, 5.89898
52.01005, 5.8797
53.18659, 5.79509
53.20308, 5.82192
51.98783, 5.89882
51.98786, 5.89916
52.35165, 4.97567
52.35167, 4.9757
51.98783, 5.89945
51.98789, 5.89906
52.35161, 4.9756
52.35311, 4.97633
51.92225, 4.47901
52.04831, 4.52678
52.35159, 4.97602
52.35176, 4.97593
52.35592, 4.96828
52.93169, 4.76872
51.98747, 5.89936
51.99594, 5.89431
52.93203, 4.76895
52.93231, 4.76958
52.35161, 4.97567
52.93219, 4.76928
52.90537, 4.80473
51.98805, 5.90028
51.98786, 5.89908
43.16362, 13.44679
43.16353, 13.44697
43.77634, 11.25071
52.94944, 4.7668
51.98814, 5.89893
52.93101, 4.77607
51.98783, 5.8999
51.98782, 5.89912
52.35169, 4.97586
52.93202, 4.76884
51.98781, 5.89909
51.98786, 5.89904
52.01012, 4.58901
52.34056, 5.64295
52.27184, 6.17055
52.27154, 6.17029
52.93195, 4.76895
52.93192, 4.76906
51.11303, 5.27993
51.98796, 5.89902
51.98789, 5.89902
52.93212, 4.76851
52.93172, 4.76886
51.98791, 5.89942
51.98793, 5.89911
51.98808, 5.89902
52.2716, 6.17052
52.27178, 6.17055
52.35151, 4.97576
52.23881, 5.70028
51.98801, 5.89878
52.93198, 4.76889
52.27194, 6.17077
52.27164, 6.17047
52.35152, 4.97576
52.35152, 4.97578
51.98793, 5.89913
51.98777, 5.89912
52.23892, 5.70031
52.93202, 4.76892
52.34634, 4.9515
52.34634, 4.9515
52.3515, 4.97576
51.98804, 5.89909
52.65236, 5.7571
52.35154, 4.97579
52.93219, 4.76945
51.98799, 5.89931
52.27162, 6.17051
52.27163, 6.17046
52.35155, 4.97581
52.35156, 4.97593
53.09898, 6.08073
52.27175, 6.17064
52.27171, 6.17043
52.35128, 4.97681
51.98803, 5.89905
52.23893, 5.70011
52.27167, 6.17039
52.27162, 6.17064
53.09903, 6.08055
52.23893, 5.70011
51.98797, 5.89895
52.15131, 4.68048
52.93201, 4.769
52.35148, 4.97581
52.35153, 4.97579
52.35133, 4.97555
51.31764, 3.85344
52.27167, 6.17054
52.326, 5.64059
52.85081, 6.31371
52.85372, 6.31359
51.98794, 5.89906
52.78174, 6.25797
52.31359, 5.59672
51.98794, 5.89964
52.15031, 4.6787
52.15215, 4.68159
52.35157, 4.97576
51.89762, 4.92786
52.30996, 5.62177
52.27172, 6.1705
52.2717, 6.17059
52.15029, 4.67926
49.36227, -1.74642
52.27181, 6.17041
51.92939, 6.0723
52.35148, 4.97564
51.2966, 6.05527
51.93776, 4.50574
52.35153, 4.97577
52.35149, 4.97588
52.27636, 6.17875
52.31002, 5.62196
52.35155, 4.97583
52.37469, 4.90448
51.93652, 4.50458
51.2963, 6.05534
51.29681, 6.05513
52.35162, 4.9757
52.36557, 4.95664
52.35157, 4.97576
52.15071, 4.67859
52.85392, 6.31317
52.85574, 6.30589
52.35132, 4.97565
52.35161, 4.97599
52.84718, 6.30528
52.2662, 6.16386
52.26606, 6.16368
52.35161, 4.97588
52.35169, 4.97578
52.1503, 4.67802
52.15061, 4.6787
52.93201, 4.76903
52.93198, 4.76906
52.35143, 4.97559
52.26617, 6.16393
52.32602, 5.64046
52.30533, 5.65422
52.32591, 5.64076
52.26618, 6.16388
52.26618, 6.16388
52.26606, 6.16394
52.26622, 6.16346
53.09902, 6.08073
52.35161, 4.97598
52.26625, 6.16413
52.26615, 6.16388
53.09908, 6.08073
53.09908, 6.08082
52.93198, 4.76905
52.26612, 6.1638
52.26612, 6.16376
52.38688, 4.92525
52.25272, 6.16071
52.26594, 6.15572
52.26628, 6.16382
53.09901, 6.08073
52.38611, 4.63577
52.26618, 6.16386
52.26617, 6.16385
52.35184, 4.97576
52.35148, 4.97588
52.2662, 6.16385
52.26739, 6.16281
52.35161, 4.97591
52.35164, 4.97574
52.26612, 6.16381
52.26614, 6.16379
52.35162, 4.97592
52.35146, 4.97567
52.35156, 4.97578
52.35162, 4.97581
53.09909, 6.08083
52.10628, 6.04774
52.35155, 4.97577
53.09905, 6.0808
52.26625, 6.16433
52.26624, 6.16382
52.0835, 6.03353
52.26615, 6.16378
52.26625, 6.16396
52.33651, 6.00201
51.89353, 5.44268
51.89347, 5.44271
51.89356, 5.44253
52.32938, 5.61002
52.11792, 4.64477
51.85381, 6.46951
52.33607, 6.00205
51.89358, 5.44251
52.32915, 5.6086
52.36064, 5.18892
52.33573, 6.00223
52.39011, 6.02308
52.39076, 6.02408
51.89358, 5.44237
51.94374, 4.37541
52.60611, 6.30447
51.89345, 5.44256
52.39033, 6.02278
51.85302, 4.08136
51.89353, 5.44255
52.30704, 6.89324
52.32932, 5.60856
52.52627, 6.08082
51.85311, 4.08127
52.32799, 5.64682
52.32939, 5.6087
51.93974, 5.93616
51.93974, 5.93616
52.32929, 5.60843
52.61632, 4.72619
51.89358, 5.44264
51.88907, 5.44369
51.89362, 5.4426
52.32901, 5.60885
52.32932, 5.60867
52.6755, 6.19866
52.32917, 5.60868
51.89364, 5.44257
51.68821, 5.12807
52.67766, 6.18514
52.6774, 6.18596
51.8936, 5.44253
51.93984, 5.93601
52.32938, 5.6086
52.39051, 6.03732
51.8936, 5.44253
51.8936, 5.44255
52.53013, 6.08136
52.33469, 6.00218
52.32936, 5.60859
52.32916, 5.60822
51.8185, 4.64405
52.32937, 5.60858
52.33031, 5.60653
52.33635, 6.00196
51.93962, 5.9363
52.32903, 5.60887
52.36058, 5.18872
51.89369, 5.44262
51.89369, 5.44262
51.8185, 4.64405
51.8185, 4.64405
51.89359, 5.44245
52.32925, 5.60894
52.32929, 5.6089
52.67724, 6.18506
52.67481, 6.19081
52.32407, 6.92776
52.307, 6.89302
52.67558, 6.19907
51.8936, 5.44266
52.28583, 6.82398
51.89361, 5.44264
51.89361, 5.44264
51.81039, 4.58032
52.33587, 6.00222
51.89348, 5.4426
52.32401, 6.92764
52.32954, 5.60848
52.32939, 5.6086
51.9398, 5.93623
51.89365, 5.4425
51.8937, 5.44261
52.67769, 6.18499
51.89353, 5.44258
28.16759, -14.217
52.32933, 5.60872
51.93963, 5.93633
51.85944, 4.06799
51.85362, 6.47209
51.81821, 4.64425
28.16759, -14.217
28.16759, -14.217
51.93973, 5.93617
51.85342, 6.47202
52.67768, 6.18524
28.16752, -14.21815
52.11972, 4.6426
51.93981, 5.93624
52.32919, 5.60862
52.11766, 4.64497
51.89364, 5.44245
51.9394, 5.93641
52.32937, 5.6087
52.67776, 6.18502
52.67778, 6.18528
52.67773, 6.18527
52.67767, 6.18514
51.89366, 5.44263
51.89353, 5.4425
52.67775, 6.18511
52.67771, 6.18507
52.32399, 6.92739
52.67767, 6.18517
51.93964, 5.93628
52.32928, 5.60869
52.67778, 6.18521
52.3293, 5.60844
52.33004, 5.60793
52.67799, 6.19058
51.81498, 5.85485
51.93984, 5.9361
51.93971, 5.93602
52.67766, 6.18514
52.32933, 5.60865
52.32958, 5.6089
52.32937, 5.60872
52.67779, 6.18526
52.67781, 6.18527
52.67774, 6.1851
51.81839, 4.64429
52.32925, 5.60903
51.93954, 5.93627
51.9397, 5.93611
51.89352, 5.44227
52.67786, 6.18525
51.89362, 5.4425
52.67777, 6.18504
52.67776, 6.18504
52.32378, 6.92745
45.4453, 10.67578
52.11748, 4.64248
45.44521, 10.67586
51.89374, 5.44289
52.67764, 6.18514
51.89361, 5.44258
52.11691, 4.63881
52.28598, 6.82444
51.89352, 5.4427
52.66109, 6.27563
52.66367, 6.25476
51.89359, 5.44241
52.11777, 4.64469
52.28587, 6.82424
52.11805, 4.64375
52.32929, 5.60737
51.93968, 5.93618
51.93973, 5.93618
52.32919, 5.60899
52.32924, 5.60867
52.39559, 6.03061
52.13482, 5.09519
52.67775, 6.18514
52.21963, 4.48781
51.93969, 5.93634
52.67769, 6.18511
52.40092, 6.05008
51.8935, 5.4427
51.89356, 5.44255
51.89356, 5.44255
52.32948, 5.60861
52.32912, 5.60874
52.33649, 6.00153
51.89353, 5.44262
52.67778, 6.18517
52.67784, 6.18501
52.3293, 5.6087
51.93976, 5.93631
52.12146, 5.07138
52.12079, 5.07139
51.89362, 5.44255
52.11846, 4.64328
52.67777, 6.18513
51.89362, 5.44255
51.89361, 5.44256
52.08689, 5.1443
52.12131, 5.07117
52.38929, 6.05003
52.6796, 6.1853
52.67782, 6.18496
51.8699, 4.48917
52.3998, 6.04253
51.8936, 5.44267
52.12132, 5.07139
52.12132, 5.07139
52.11811, 4.64389
52.32916, 5.60901
52.39052, 6.02345
51.83289, 4.657
51.85235, 4.6382
51.8936, 5.44267
51.83463, 4.6634
51.81908, 4.64472
51.89372, 5.44261
52.33632, 6.00161
52.0661, 5.13816
51.89356, 5.44259
51.89356, 5.44264
52.67768, 6.18549
52.11743, 4.64598
52.67753, 6.18522
52.11842, 4.64343
51.89358, 5.44261
52.32405, 6.92758
52.33592, 6.0022
52.12129, 5.07119
52.06263, 5.09899
51.89358, 5.44261
52.67777, 6.18528
52.11779, 4.64482
52.67904, 6.19142
52.12095, 5.07126
52.67769, 6.18512
51.89356, 5.44272
52.67776, 6.18505
51.89356, 5.44272
52.67784, 6.18523
52.12328, 5.07318
52.12328, 5.07318
52.67849, 6.19076
52.32929, 5.60871
52.32951, 5.60857
52.12254, 5.188
52.67783, 6.18506
52.6777, 6.1851
52.28535, 6.82551
52.32401, 6.92743
52.67781, 6.18527
52.12146, 5.07169
52.67778, 6.18513
52.66401, 6.25474
51.8934, 5.44252
51.89356, 5.44245
52.12153, 5.07175
52.38887, 6.05013
52.32411, 6.92787
52.28514, 6.82574
52.33613, 6.00192
52.67778, 6.18525
52.6778, 6.18522
52.12143, 5.07168
